T09,Health Personnel,,,,,
32,Argentina,2001,Health personnel: Pharmacists (per 1000 population),0.5681,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
32,Argentina,2001,Health personnel: Nurses and midwives (number),16600.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
32,Argentina,2001,Health personnel: Nurses and midwives personnel (per 1000 population),0.4453,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
32,Argentina,2004,Health personnel: Physicians (number),122623.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
32,Argentina,2004,Health personnel: Physicians (per 1000 population),31.8600,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
32,Argentina,2004,Health personnel: Dentists (number),35592.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
32,Argentina,2004,Health personnel: Dentists (per 1000 population),0.9190,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
32,Argentina,2004,Health personnel: Nurses and midwives (number),18685.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
32,Argentina,2004,Health personnel: Nurses and midwives personnel (per 1000 population),0.4854,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
32,Argentina,2013,Health personnel: Physicians (number),166187.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
32,Argentina,2013,Health personnel: Physicians (per 1000 population),39.3900,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
32,Argentina,2013,Health personnel: Nurses and midwives (number),179175.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
32,Argentina,2013,Health personnel: Nurses and midwives personnel (per 1000 population),4.2463,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
32,Argentina,2017,Health personnel: Physicians (number),175313.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
32,Argentina,2017,Health personnel: Physicians (per 1000 population),39.9000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
32,Argentina,2017,Health personnel: Nurses and midwives (number),114219.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
32,Argentina,2017,Health personnel: Nurses and midwives personnel (per 1000 population),2.5996,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2005,Health personnel: Physicians (number),7645.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2005,Health personnel: Physicians (per 1000 population),25.6400,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2005,Health personnel: Pharmacists (number),95.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2005,Health personnel: Pharmacists (per 1000 population),0.0319,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2005,Health personnel: Nurses and midwives (number),14872.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2005,Health personnel: Nurses and midwives personnel (per 1000 population),4.9884,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2010,Health personnel: Physicians (number),8177.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2010,Health personnel: Physicians (per 1000 population),28.4200,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2010,Health personnel: Dentists (number),1257.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2010,Health personnel: Dentists (per 1000 population),0.4369,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2010,Health personnel: Pharmacists (number),123.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2010,Health personnel: Pharmacists (per 1000 population),0.0427,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2010,Health personnel: Nurses and midwives (number),15076.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2010,Health personnel: Nurses and midwives personnel (per 1000 population),5.2396,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2014,Health personnel: Physicians (number),8425.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2014,Health personnel: Physicians (per 1000 population),28.9300,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2014,Health personnel: Dentists (number),1138.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2014,Health personnel: Dentists (per 1000 population),0.3916,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2014,Health personnel: Pharmacists (number),150.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2014,Health personnel: Pharmacists (per 1000 population),0.0515,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2014,Health personnel: Nurses and midwives (number),15014.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2014,Health personnel: Nurses and midwives personnel (per 1000 population),5.1552,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2015,Health personnel: Physicians (number),8526.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2015,Health personnel: Physicians (per 1000 population),29.1400,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2015,Health personnel: Pharmacists (number),143.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2015,Health personnel: Pharmacists (per 1000 population),0.0489,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2015,Health personnel: Nurses and midwives (number),14492.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2015,Health personnel: Nurses and midwives personnel (per 1000 population),4.9535,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2017,Health personnel: Physicians (number),12964.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2017,Health personnel: Physicians (per 1000 population),44.0200,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2017,Health personnel: Nurses and midwives (number),17984.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
51,Armenia,2017,Health personnel: Nurses and midwives personnel (per 1000 population),6.1070,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
36,Australia,2001,Health personnel: Physicians (number),47875.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
36,Australia,2001,Health personnel: Physicians (per 1000 population),24.9400,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
36,Australia,2001,Health personnel: Dentists (number),8200.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
36,Australia,2001,Health personnel: Dentists (per 1000 population),0.4256,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
36,Australia,2001,Health personnel: Nurses and midwives (number),11649.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
36,Australia,2001,Health personnel: Nurses and midwives personnel (per 1000 population),0.6069,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
